GCA_000633085.1	PRJNA241077	SAMN02713587	Contig	31/10/2008	Georgia: Tbilissi	pulmonary tuberculosis	The strain was isolated from a sputum of a patient with pulmonary tuberculosis
GCA_001395015.1	PRJEB2221	SAMEA1019185	Scaffold	2009	United Kingdom: Midlands	NULL	NULL
GCA_001395035.1	PRJEB2221	SAMEA1019192	Scaffold	2007	United Kingdom: Midlands	NULL	NULL
GCA_001395055.1	PRJEB2221	SAMEA1019194	Scaffold	2008	United Kingdom: Midlands	NULL	NULL
GCA_001395075.1	PRJEB2221	SAMEA1019196	Scaffold	2006	United Kingdom: Midlands	NULL	NULL
GCA_001395095.1	PRJEB2221	SAMEA1019197	Scaffold	1999	United Kingdom: Midlands	NULL	NULL
GCA_001395115.1	PRJEB2221	SAMEA1019198	Scaffold	2009	United Kingdom: Midlands	NULL	NULL
GCA_001395135.1	PRJEB2221	SAMEA1019200	Scaffold	2004	United Kingdom: Midlands	NULL	NULL
GCA_001395155.1	PRJEB2221	SAMEA1019202	Scaffold	2006	United Kingdom: Midlands	NULL	NULL
GCA_001395175.1	PRJEB2221	SAMEA1019204	Scaffold	2008	United Kingdom: Midlands	NULL	NULL
GCA_001395195.1	PRJEB2221	SAMEA1019210	Scaffold	2009	United Kingdom: Midlands	NULL	NULL
GCA_001395215.1	PRJEB2221	SAMEA1019211	Scaffold	2008	United Kingdom: Midlands	NULL	NULL
GCA_001395235.1	PRJEB2221	SAMEA1019212	Scaffold	2008	United Kingdom: Midlands	NULL	NULL
GCA_001395255.1	PRJEB2221	SAMEA1019214	Scaffold	2007	United Kingdom: Midlands	NULL	NULL
GCA_001395275.1	PRJEB2221	SAMEA1019215	Scaffold	2005	United Kingdom: Midlands	NULL	NULL
GCA_001395295.1	PRJEB2221	SAMEA1019217	Scaffold	2005	United Kingdom: Midlands	NULL	NULL
GCA_001395315.1	PRJEB2221	SAMEA1019219	Scaffold	2011	United Kingdom: Midlands	NULL	NULL
GCA_001395335.1	PRJEB2221	SAMEA1019222	Scaffold	2006	United Kingdom: Midlands	NULL	NULL
GCA_001395355.1	PRJEB2221	SAMEA1019228	Scaffold	2006	United Kingdom: Midlands	NULL	NULL
GCA_001395375.1	PRJEB2221	SAMEA1019229	Scaffold	2009	United Kingdom: Midlands	NULL	NULL
GCA_001395395.1	PRJEB2221	SAMEA1019233	Scaffold	2008	United Kingdom: Midlands	NULL	NULL
GCA_001395415.1	PRJEB2221	SAMEA1019237	Scaffold	2009	United Kingdom: Midlands	NULL	NULL
GCA_001395455.1	PRJEB2221	SAMEA1019245	Scaffold	2011	United Kingdom: Midlands	NULL	NULL
GCA_001395475.1	PRJEB2221	SAMEA1019246	Scaffold	2007	United Kingdom: Midlands	NULL	NULL
GCA_001395495.1	PRJEB2221	SAMEA1019248	Scaffold	2007	United Kingdom: Midlands	NULL	NULL
GCA_001395515.1	PRJEB2221	SAMEA1019249	Scaffold	2006	United Kingdom: Midlands	NULL	NULL
GCA_001395535.1	PRJEB2221	SAMEA1019250	Scaffold	2008	United Kingdom: Midlands	NULL	NULL
GCA_001395555.1	PRJEB2221	SAMEA1019251	Scaffold	2000	United Kingdom: Midlands	NULL	NULL
GCA_001395575.1	PRJEB2221	SAMEA1019253	Scaffold	1998	United Kingdom: Midlands	NULL	NULL
GCA_001395595.1	PRJEB2221	SAMEA1019256	Scaffold	2002	United Kingdom: Midlands	NULL	NULL
GCA_001395615.1	PRJEB2221	SAMEA1019258	Scaffold	2009	United Kingdom: Midlands	NULL	NULL
GCA_001395635.1	PRJEB2221	SAMEA1019259	Scaffold	2008	United Kingdom: Midlands	NULL	NULL
GCA_001395655.1	PRJEB2221	SAMEA1019265	Scaffold	2005	United Kingdom: Midlands	NULL	NULL
GCA_001395675.1	PRJEB2221	SAMEA1019266	Scaffold	2006	United Kingdom: Midlands	NULL	NULL
GCA_001395695.1	PRJEB2221	SAMEA1019270	Scaffold	2010	United Kingdom: Midlands	NULL	NULL
GCA_001395715.1	PRJEB2221	SAMEA1019271	Scaffold	2007	United Kingdom: Midlands	NULL	NULL
GCA_001395735.1	PRJEB2221	SAMEA1019276	Scaffold	2007	United Kingdom: Midlands	NULL	NULL
GCA_001395755.1	PRJEB2221	SAMEA1019281	Scaffold	2007	United Kingdom: Midlands	NULL	NULL
GCA_001395775.1	PRJEB2221	SAMEA1019282	Scaffold	2009	United Kingdom: Midlands	NULL	NULL
GCA_001395795.1	PRJEB2221	SAMEA1019285	Scaffold	2005	United Kingdom: Midlands	NULL	NULL
GCA_001395815.1	PRJEB2221	SAMEA1019286	Scaffold	2010	United Kingdom: Midlands	NULL	NULL
GCA_001395835.1	PRJEB2221	SAMEA1019288	Scaffold	2006	United Kingdom: Midlands	NULL	NULL
GCA_001395855.1	PRJEB2221	SAMEA1019291	Scaffold	2006	United Kingdom: Midlands	NULL	NULL
GCA_001395875.1	PRJEB2221	SAMEA1019293	Scaffold	2003	United Kingdom: Midlands	NULL	NULL
GCA_001395895.1	PRJEB2221	SAMEA1019295	Scaffold	2006	United Kingdom: Midlands	NULL	NULL
GCA_001395915.1	PRJEB2221	SAMEA1019297	Scaffold	2011	United Kingdom: Midlands	NULL	NULL
GCA_001395935.1	PRJEB2221	SAMEA1019299	Scaffold	2009	United Kingdom: Midlands	NULL	NULL
GCA_001395955.1	PRJEB2221	SAMEA1019301	Scaffold	2009	United Kingdom: Midlands	NULL	NULL
GCA_001395975.1	PRJEB2221	SAMEA1019303	Scaffold	2007	United Kingdom: Midlands	NULL	NULL
GCA_001395995.1	PRJEB2221	SAMEA1019305	Scaffold	2007	United Kingdom: Midlands	NULL	NULL
GCA_001396015.1	PRJEB2221	SAMEA1019306	Scaffold	2007	United Kingdom: Midlands	NULL	NULL
GCA_001396035.1	PRJEB2221	SAMEA1019308	Scaffold	2010	United Kingdom: Midlands	NULL	NULL
GCA_001396055.1	PRJEB2221	SAMEA1019309	Scaffold	2005	United Kingdom: Midlands	NULL	NULL
GCA_001396075.1	PRJEB2221	SAMEA1019315	Scaffold	2005	United Kingdom: Midlands	NULL	NULL
GCA_001396095.1	PRJEB2221	SAMEA1019317	Scaffold	2009	United Kingdom: Midlands	NULL	NULL
GCA_001396115.1	PRJEB2221	SAMEA1019318	Scaffold	2008	United Kingdom: Midlands	NULL	NULL
GCA_001396135.1	PRJEB2221	SAMEA1019321	Scaffold	1999	United Kingdom: Midlands	NULL	NULL
GCA_001396155.1	PRJEB2221	SAMEA1019322	Scaffold	2005	United Kingdom: Midlands	NULL	NULL
GCA_001396175.1	PRJEB2221	SAMEA1019323	Scaffold	2006	United Kingdom: Midlands	NULL	NULL
GCA_001396195.1	PRJEB2221	SAMEA1019324	Scaffold	2002	United Kingdom: Midlands	NULL	NULL
GCA_001396215.1	PRJEB2221	SAMEA1019330	Scaffold	2010	United Kingdom: Midlands	NULL	NULL
GCA_001396235.1	PRJEB2221	SAMEA961570	Scaffold	2008	United Kingdom: Midlands	NULL	NULL
GCA_001396255.1	PRJEB2221	SAMEA961571	Scaffold	2007	United Kingdom: Midlands	NULL	NULL
GCA_001396275.1	PRJEB2221	SAMEA961572	Scaffold	2007	United Kingdom: Midlands	NULL	NULL
GCA_001396295.1	PRJEB2221	SAMEA961574	Scaffold	2007	United Kingdom: Midlands	NULL	NULL
GCA_001396315.1	PRJEB2221	SAMEA961575	Scaffold	2007	United Kingdom: Midlands	NULL	NULL
GCA_001396335.1	PRJEB2221	SAMEA961578	Scaffold	2005	United Kingdom: Midlands	NULL	NULL
GCA_001396355.1	PRJEB2221	SAMEA961579	Scaffold	1998	United Kingdom: Midlands	NULL	NULL
GCA_001396375.1	PRJEB2221	SAMEA961581	Scaffold	2008	United Kingdom: Midlands	NULL	NULL
GCA_001396395.1	PRJEB2221	SAMEA961582	Scaffold	2007	United Kingdom: Midlands	NULL	NULL
GCA_001396415.1	PRJEB2221	SAMEA961583	Scaffold	2007	United Kingdom: Midlands	NULL	NULL
GCA_001396435.1	PRJEB2221	SAMEA961584	Scaffold	2007	United Kingdom: Midlands	NULL	NULL
GCA_001396455.1	PRJEB2221	SAMEA961585	Scaffold	2004	United Kingdom: Midlands	NULL	NULL
GCA_001396475.1	PRJEB2221	SAMEA961586	Scaffold	2001	United Kingdom: Midlands	NULL	NULL
GCA_001396495.1	PRJEB2221	SAMEA961587	Scaffold	2000	United Kingdom: Midlands	NULL	NULL
GCA_001396515.1	PRJEB2221	SAMEA961588	Scaffold	2008	United Kingdom: Midlands	NULL	NULL
GCA_001396535.1	PRJEB2221	SAMEA961589	Scaffold	2007	United Kingdom: Midlands	NULL	NULL
GCA_001396555.1	PRJEB2221	SAMEA961591	Scaffold	2004	United Kingdom: Midlands	NULL	NULL
GCA_001396575.1	PRJEB2221	SAMEA961592	Scaffold	2003	United Kingdom: Midlands	NULL	NULL
GCA_001396595.1	PRJEB2221	SAMEA961593	Scaffold	2002	United Kingdom: Midlands	NULL	NULL
GCA_001396615.1	PRJEB2221	SAMEA961594	Scaffold	2003	United Kingdom: Midlands	NULL	NULL
GCA_001396635.1	PRJEB2221	SAMEA961596	Scaffold	2007	United Kingdom: Midlands	NULL	NULL
GCA_001396655.1	PRJEB2221	SAMEA961597	Scaffold	2006	United Kingdom: Midlands	NULL	NULL
GCA_001396675.1	PRJEB2221	SAMEA961598	Scaffold	2005	United Kingdom: Midlands	NULL	NULL
GCA_001396695.1	PRJEB2221	SAMEA961600	Scaffold	2007	United Kingdom: Midlands	NULL	NULL
GCA_001396715.1	PRJEB2221	SAMEA961601	Scaffold	2006	United Kingdom: Midlands	NULL	NULL
GCA_001396735.1	PRJEB2221	SAMEA961602	Scaffold	2005	United Kingdom: Midlands	NULL	NULL
GCA_001396755.1	PRJEB2221	SAMEA961605	Scaffold	2005	United Kingdom: Midlands	NULL	NULL
GCA_001396775.1	PRJEB2221	SAMEA961606	Scaffold	2004	United Kingdom: Midlands	NULL	NULL
GCA_001396795.1	PRJEB2221	SAMEA961607	Scaffold	2002	United Kingdom: Midlands	NULL	NULL
GCA_001396815.1	PRJEB2221	SAMEA961609	Scaffold	2007	United Kingdom: Midlands	NULL	NULL
GCA_001396835.1	PRJEB2221	SAMEA961611	Scaffold	2007	United Kingdom: Midlands	NULL	NULL
GCA_001396855.1	PRJEB2221	SAMEA961612	Scaffold	2007	United Kingdom: Midlands	NULL	NULL
GCA_001396875.1	PRJEB2221	SAMEA961613	Scaffold	2008	United Kingdom: Midlands	NULL	NULL
GCA_001396895.1	PRJEB2221	SAMEA961614	Scaffold	2008	United Kingdom: Midlands	NULL	NULL
GCA_001396935.1	PRJEB2221	SAMEA961616	Scaffold	2008	United Kingdom: Midlands	NULL	NULL
GCA_001396955.1	PRJEB2221	SAMEA961617	Scaffold	2007	United Kingdom: Midlands	NULL	NULL
GCA_001396975.1	PRJEB2221	SAMEA961618	Scaffold	2007	United Kingdom: Midlands	NULL	NULL
GCA_001396995.1	PRJEB2221	SAMEA961619	Scaffold	2007	United Kingdom: Midlands	NULL	NULL
GCA_001397015.1	PRJEB2221	SAMEA961621	Scaffold	2006	United Kingdom: Midlands	NULL	NULL
GCA_001397035.1	PRJEB2221	SAMEA961623	Scaffold	2008	United Kingdom: Midlands	NULL	NULL
GCA_001397055.1	PRJEB2221	SAMEA961624	Scaffold	2006	United Kingdom: Midlands	NULL	NULL
GCA_001397075.1	PRJEB2221	SAMEA961625	Scaffold	2006	United Kingdom: Midlands	NULL	NULL
GCA_001397095.1	PRJEB2221	SAMEA961626	Scaffold	2006	United Kingdom: Midlands	NULL	NULL
GCA_001397115.1	PRJEB2221	SAMEA961627	Scaffold	2006	United Kingdom: Midlands	NULL	NULL
GCA_001397135.1	PRJEB2221	SAMEA961628	Scaffold	2005	United Kingdom: Midlands	NULL	NULL
GCA_001397155.1	PRJEB2221	SAMEA961629	Scaffold	2006	United Kingdom: Midlands	NULL	NULL
GCA_001397175.1	PRJEB2221	SAMEA961630	Scaffold	2007	United Kingdom: Midlands	NULL	NULL
GCA_001397195.1	PRJEB2221	SAMEA961631	Scaffold	2007	United Kingdom: Midlands	NULL	NULL
GCA_001397215.1	PRJEB2221	SAMEA961632	Scaffold	2003	United Kingdom: Midlands	NULL	NULL
GCA_001397235.1	PRJEB2221	SAMEA961633	Scaffold	2007	United Kingdom: Midlands	NULL	NULL
GCA_001397255.1	PRJEB2221	SAMEA961634	Scaffold	2007	United Kingdom: Midlands	NULL	NULL
GCA_001397275.1	PRJEB2221	SAMEA961636	Scaffold	2006	United Kingdom: Midlands	NULL	NULL
GCA_001397295.1	PRJEB2221	SAMEA961637	Scaffold	2006	United Kingdom: Midlands	NULL	NULL
GCA_001397315.1	PRJEB2221	SAMEA961638	Scaffold	2006	United Kingdom: Midlands	NULL	NULL
GCA_001397335.1	PRJEB2221	SAMEA961639	Scaffold	2006	United Kingdom: Midlands	NULL	NULL
GCA_001397355.1	PRJEB2221	SAMEA961640	Scaffold	2000	United Kingdom: Midlands	NULL	NULL
GCA_001397375.1	PRJEB2221	SAMEA961641	Scaffold	2002	United Kingdom: Midlands	NULL	NULL
GCA_001397395.1	PRJEB2221	SAMEA961643	Scaffold	2007	United Kingdom: Midlands	NULL	NULL
GCA_001397435.1	PRJEB2221	SAMEA961646	Scaffold	2007	United Kingdom: Midlands	NULL	NULL
GCA_001397455.1	PRJEB2221	SAMEA961647	Scaffold	2004	United Kingdom: Midlands	NULL	NULL
GCA_001397475.1	PRJEB2221	SAMEA961648	Scaffold	2002	United Kingdom: Midlands	NULL	NULL
GCA_001397495.1	PRJEB2221	SAMEA961649	Scaffold	2006	United Kingdom: Midlands	NULL	NULL
GCA_001397515.1	PRJEB2221	SAMEA961650	Scaffold	2008	United Kingdom: Midlands	NULL	NULL
GCA_001397535.1	PRJEB2221	SAMEA961651	Scaffold	2005	United Kingdom: Midlands	NULL	NULL
GCA_001397555.1	PRJEB2221	SAMEA961652	Scaffold	2003	United Kingdom: Midlands	NULL	NULL
GCA_001397575.1	PRJEB2221	SAMEA961653	Scaffold	2004	United Kingdom: Midlands	NULL	NULL
GCA_001397595.1	PRJEB2221	SAMEA961655	Scaffold	2008	United Kingdom: Midlands	NULL	NULL
GCA_001397615.1	PRJEB2221	SAMEA961656	Scaffold	2007	United Kingdom: Midlands	NULL	NULL
GCA_001397635.1	PRJEB2221	SAMEA961657	Scaffold	2008	United Kingdom: Midlands	NULL	NULL
GCA_001397655.1	PRJEB2221	SAMEA961658	Scaffold	2008	United Kingdom: Midlands	NULL	NULL
GCA_001397675.1	PRJEB2221	SAMEA961659	Scaffold	2008	United Kingdom: Midlands	NULL	NULL
GCA_001397695.1	PRJEB2221	SAMEA961660	Scaffold	2008	United Kingdom: Midlands	NULL	NULL
GCA_001397715.1	PRJEB2221	SAMEA961661	Scaffold	2006	United Kingdom: Midlands	NULL	NULL
GCA_001397735.1	PRJEB2221	SAMEA961662	Scaffold	2005	United Kingdom: Midlands	NULL	NULL
GCA_001397755.1	PRJEB2221	SAMEA961663	Scaffold	2006	United Kingdom: Midlands	NULL	NULL
GCA_001397775.1	PRJEB2221	SAMEA961664	Scaffold	2003	United Kingdom: Midlands	NULL	NULL
GCA_001397795.1	PRJEB2221	SAMEA961665	Scaffold	2003	United Kingdom: Midlands	NULL	NULL
GCA_001397815.1	PRJEB2221	SAMEA961666	Scaffold	2005	United Kingdom: Midlands	NULL	NULL
GCA_001397835.1	PRJEB2221	SAMEA961667	Scaffold	2006	United Kingdom: Midlands	NULL	NULL
GCA_001397855.1	PRJEB2221	SAMEA961668	Scaffold	2006	United Kingdom: Midlands	NULL	NULL
GCA_001397875.1	PRJEB2221	SAMEA961669	Scaffold	2006	United Kingdom: Midlands	NULL	NULL
GCA_001397895.1	PRJEB2221	SAMEA961670	Scaffold	2008	United Kingdom: Midlands	NULL	NULL
GCA_001397915.1	PRJEB2221	SAMEA961671	Scaffold	2008	United Kingdom: Midlands	NULL	NULL
GCA_001397935.1	PRJEB2221	SAMEA961672	Scaffold	2008	United Kingdom: Midlands	NULL	NULL
GCA_001397955.1	PRJEB2221	SAMEA961673	Scaffold	2008	United Kingdom: Midlands	NULL	NULL
GCA_001397975.1	PRJEB2221	SAMEA961674	Scaffold	2008	United Kingdom: Midlands	NULL	NULL
GCA_001397995.1	PRJEB2221	SAMEA961675	Scaffold	2007	United Kingdom: Midlands	NULL	NULL
GCA_001398015.1	PRJEB2221	SAMEA961676	Scaffold	2008	United Kingdom: Midlands	NULL	NULL
GCA_001398035.1	PRJEB2221	SAMEA961677	Scaffold	2008	United Kingdom: Midlands	NULL	NULL
GCA_001398055.1	PRJEB2221	SAMEA961678	Scaffold	2007	United Kingdom: Midlands	NULL	NULL
GCA_001398075.1	PRJEB2221	SAMEA961679	Scaffold	2007	United Kingdom: Midlands	NULL	NULL
GCA_000372545.3	PRJNA185398	SAMN02471435	Contig	2012-07	Malaysia: Selangor	NULL	cerebrospinal fluid sample from tuberculosis patient
GCA_000154585.2	PRJNA21053	SAMN03081422	Complete Genome	NULL	South Africa: KwaZulu-Natal	NULL	NULL
GCA_001421035.1	PRJNA245553	SAMN02819978	Contig	6/2/2009	Colombia: Buenaventura	tuberculosis	sputum
GCA_000195855.1	PRJNA90	SAMEA1705921	Complete Genome	NULL	NULL	NULL	NULL
GCA_000340435.3	PRJNA171821	SAMN01918491	Complete Genome	missing	missing	NULL	subcutaneous granuloma
GCA_001439455.1	PRJNA176956	SAMN04247103	Scaffold	NULL	China	NULL	NULL
GCA_001443085.1	PRJNA245553	SAMN02819976	Contig	29/3/2009	Colombia: Medellin	tuberculosis	sputum
GCA_001443105.1	PRJNA245553	SAMN02819975	Contig	5/4/2006	Colombia: Medellin	tuberculosis	sputum
GCA_001445055.1	PRJNA288586	SAMN03813798	Contig	1997	USA: New York City	Tuberculosis	Clinical Isolate
GCA_001445075.1	PRJNA288586	SAMN03813802	Scaffold	1997	USA: New Jersey	Tuberculosis	Clinical Isolate
GCA_001445095.1	PRJNA288586	SAMN03813777	Scaffold	2001	USA: New York City	Tuberculosis	Clinical Isolate
GCA_001445115.1	PRJNA288586	SAMN03813783	Scaffold	2001	USA: New York City	Tuberculosis	Clinical Isolate
GCA_001445135.1	PRJNA288586	SAMN03813791	Scaffold	2004	USA: New York City	Tuberculosis	Clinical Isolate
GCA_001445155.1	PRJNA288586	SAMN03813775	Scaffold	1999	USA: New Jersey	Tuberculosis	Clinical Isolate
GCA_001445175.1	PRJNA288586	SAMN03813776	Scaffold	2000	USA: New York City	Tuberculosis	Clinical Isolate
GCA_001445185.1	PRJNA288586	SAMN03813782	Scaffold	2001	USA: New York City	Tuberculosis	Clinical Isolate
GCA_001445215.1	PRJNA288586	SAMN03813786	Contig	2001	USA: New York City	Tuberculosis	Clinical Isolate
GCA_001445235.1	PRJNA288586	SAMN03813792	Scaffold	2001	USA: New York City	Tuberculosis	Clinical Isolate
GCA_001445255.1	PRJNA288586	SAMN03813793	Contig	2002	USA: New York City	Tuberculosis	Clinical Isolate
GCA_001445275.1	PRJNA288586	SAMN03813794	Scaffold	2005	USA: New York City	Tuberculosis	Clinical Isolate
GCA_001445295.1	PRJNA288586	SAMN03813795	Scaffold	2006	USA: New York City	Tuberculosis	Clinical Isolate
GCA_001445315.1	PRJNA288586	SAMN03813796	Scaffold	2001	USA: New York City	Tuberculosis	Clinical Isolate
GCA_001445335.1	PRJNA288586	SAMN03813799	Scaffold	2009	USA: New York City	Tuberculosis	Clinical Isolate
GCA_001445345.1	PRJNA288586	SAMN03813800	Scaffold	1999	USA: New Jersey	Tuberculosis	Clinical Isolate
GCA_001445375.1	PRJNA288586	SAMN03813801	Scaffold	2000	USA: New Jersey	Tuberculosis	Clinical Isolate
GCA_001445395.1	PRJNA288586	SAMN03813804	Scaffold	2004	USA: New York City	Tuberculosis	Clinical Isolate
GCA_001445415.1	PRJNA288586	SAMN03813806	Scaffold	2001	USA: New York City	Tuberculosis	Clinical Isolate
GCA_001445445.1	PRJNA288586	SAMN03813803	Scaffold	2002	USA: New York City	Tuberculosis	Clinical Isolate
GCA_001445455.1	PRJNA288586	SAMN03813805	Contig	2001	USA: New York City	Tuberculosis	Clinical Isolate
GCA_001445435.1	PRJNA288586	SAMN03813797	Scaffold	2001	USA: New York City	Tuberculosis	Clinical Isolate
GCA_001445495.1	PRJNA288586	SAMN03813780	Contig	1998	USA: New York City	Tuberculosis	Clinical Isolate
GCA_001445525.1	PRJNA288586	SAMN04129542	Scaffold	1992	USA: New York City	Tuberculosis	Clinical Isolate
GCA_001445515.1	PRJNA288586	SAMN03813774	Contig	1999	USA: New Jersey	Tuberculosis	Clinical Isolate
GCA_001445535.1	PRJNA288586	SAMN03813779	Contig	2011	South Africa: KwaZulu-Natal	Tuberculosis	Clinical Isolate
GCA_001455165.1	PRJNA301187	SAMN04241384	Contig	21/3/2013	South Korea: Hongseong	Bovine tuberculosis	Laryngopharyngeal lymph node
GCA_001458155.1	PRJEB10696	SAMEA3539300	Contig	1972	Germany	NULL	NULL
GCA_001468445.1	PRJNA298441	SAMN04159245	Scaffold	missing	Malaysia	NULL	cerebrospinal fluid
GCA_001468545.1	PRJNA298451	SAMN04159257	Scaffold	missing	Malaysia	NULL	cerebrospinal fluid
GCA_000026685.1	PRJEA31271	SAMEA2271916	Complete Genome	NULL	Brazil	NULL	NULL
GCA_001483905.1	PRJNA306822	SAMN04364424	Complete Genome	2014	Russia: Moscow	NULL	vaccinal strain
GCA_001544705.1	PRJNA270004	SAMN03253058	Complete Genome	NULL	NULL	NULL	NULL
GCA_001544955.1	PRJNA270004	SAMN03257094	Complete Genome	30/4/2007	China	NULL	Human sputum
GCA_001545015.1	PRJNA270004	SAMN03257096	Complete Genome	8/4/2010	China	NULL	Human sputum
GCA_001566015.1	PRJEB2221	SAMEA1018916	Scaffold	2008	United Kingdom: Midlands	NULL	NULL
GCA_001573045.1	PRJNA245553	SAMN02819977	Contig	3/3/2006	Colombia: Medellin	tuberculosis	sputum
GCA_001580385.1	PRJNA313242	SAMN04517448	Complete Genome	1988	Thailand	Tuberculosis	subculture of Mycobacterium bovis BCG str. Tokyo 172
GCA_001584745.1	PRJNA196391	SAMN03290700	Chromosome	14/4/2014	Malaysia: Kuala Lumpur	Tuberculosis	CSF
GCA_000220415.1	PRJNA51869	SAMN02472040	Chromosome	NULL	Sweden	NULL	NULL
GCA_000220435.1	PRJNA51871	SAMN02472041	Chromosome	NULL	Sweden	NULL	NULL
GCA_000220455.1	PRJNA51873	SAMN02472033	Chromosome	NULL	Sweden	NULL	NULL
GCA_000224435.1	PRJNA43171	SAMN02603755	Complete Genome	NULL	Russia	NULL	NULL
GCA_001593225.1	PRJNA311193	SAMN04479830	Chromosome	1/5/2006	Colombia: Medellin	Tuberculosis	sputum
GCA_001597645.1	PRJNA312026	SAMN04492771	Contig	26/3/2013	Malaysia	tuberculosis	sputum
GCA_000234725.1	PRJNA45811	SAMN02604104	Complete Genome	NULL	Mexico	NULL	NULL
GCA_001640575.1	PRJNA319885	SAMN04910091	Contig	missing	NULL	NULL	cerebrospinal fluid
GCA_001640605.1	PRJNA319886	SAMN04910094	Contig	missing	NULL	NULL	cerebrospinal fluid
GCA_001640615.1	PRJNA319887	SAMN04910096	Contig	missing	NULL	NULL	cerebrospinal fluid
GCA_001640645.1	PRJNA319891	SAMN04910113	Scaffold	missing	NULL	NULL	cerebrospinal fluid
GCA_001640695.1	PRJNA319889	SAMN04910097	Scaffold	missing	NULL	NULL	cerebrospinal fluid
GCA_001640705.1	PRJNA319890	SAMN04910098	Contig	missing	NULL	NULL	cerebrospinal fluid
GCA_001645585.1	PRJNA321663	SAMN05001334	Contig	2011	New Zealand: Auckland	Tuberculosis	Specimen
GCA_001645625.1	PRJNA315211	SAMN04550924	Contig	2015-07	Russia: Irkutsk region	fibrocavernous tuberculosis	sputum of 33 years old HIV+ female patient
GCA_001652545.1	PRJNA320514	SAMN04942516	Contig	2013	Botswana: Chobe National Park	Tuberculosis	liver of male wild banded mongoose
GCA_001648835.1	PRJNA316192	SAMN04578110	Scaffold	2012	NULL	Leprosy	patient
GCA_001653495.1	PRJNA322730	SAMN05172957	Scaffold	2012	NULL	Leprosy	patient
GCA_001663055.1	PRJNA294360	SAMN04023334	Contig	8/5/2010	China: Wuxi	Tuberculosis	Sputum smear
GCA_001673125.1	PRJNA305922	SAMN04634162	Contig	7/7/2014	Mozambique	NULL	NULL
GCA_001673395.1	PRJNA305922	SAMN04634165	Contig	20/6/2014	Mozambique	NULL	NULL
GCA_000194015.2	PRJNA63833	SAMN00771606	Contig	NULL	NULL	NULL	bovine milk
GCA_000194035.2	PRJNA63835	SAMN00771607	Contig	NULL	NULL	NULL	bovine milk
GCA_000194055.2	PRJNA63837	SAMN00771608	Contig	NULL	NULL	NULL	bovine milk
GCA_000934325.3	PRJNA273066	SAMN03288261	Complete Genome	2010	Brazil: Sao Paulo	Tuberculosis	slaughterhouse
GCA_001702435.1	PRJNA335538	SAMN05447655	Complete Genome	2012-06	Kazakhstan: Karagandy	Multidrug resistant tuberculosis	sputum of patient with MDR-TB
GCA_001708265.1	PRJNA335537	SAMN05447658	Complete Genome	2012-02	Kazakhstan: Karagandy	Multidrug resistant tuberculosis	sputum of patient with MDR-TB
GCA_001275565.2	PRJNA291131	SAMN03921880	Complete Genome	16/11/2011	Kazakhstan: Karagandy	multidrug resistant tuberculosis	sputum of patient with MDR-TB
GCA_001720305.1	PRJNA317032	SAMN05187972	Contig	2013-08	Myanmar: Yangon	pulmonary tuberculosis	sputum
GCA_001720315.1	PRJNA317032	SAMN04599205	Contig	2013-08	Myanmar: Yangon	pulmonary tuberculosis	sputum
GCA_001726085.1	PRJNA342251	SAMN05725038	Contig	30/11/2010	France	NULL	mandibular lymph node
GCA_001750865.1	PRJNA273899	SAMN03301665	Complete Genome	2000	China: Zhejiang, Fuyang	tuberculosis	clinical
GCA_000240245.2	PRJNA78807	SAMN02469671	Contig	2009	India	NULL	sputum
GCA_000240285.2	PRJNA78961	SAMN02469670	Contig	2009	India	NULL	sputum
GCA_000240265.2	PRJNA78959	SAMN02469672	Contig	2009	India	NULL	sputum
GCA_001757405.1	PRJNA343736	SAMN05830624	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001757445.1	PRJNA343736	SAMN05825228	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001816205.1	PRJNA343736	SAMN05792585	Contig	1/1/2012	Peru: Lima	tuberculosis	missing
GCA_001839705.1	PRJNA343736	SAMN05918958	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001839715.1	PRJNA343736	SAMN05918960	Scaffold	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001839725.1	PRJNA343736	SAMN05918959	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001839735.1	PRJNA343736	SAMN05918957	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001839785.1	PRJNA343736	SAMN05918956	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001839805.1	PRJNA343736	SAMN05918955	Scaffold	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001839815.1	PRJNA343736	SAMN05918954	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001839845.1	PRJNA343736	SAMN05918953	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001839865.1	PRJNA343736	SAMN05918952	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001839885.1	PRJNA343736	SAMN05918951	Scaffold	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001839905.1	PRJNA343736	SAMN05918949	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001839895.1	PRJNA343736	SAMN05918950	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
